,Prediction,Gold,ASR_BLEU
428,cana has been part of important events and musical festivals at the world level,jimena has taken part of important musical festivals and events at a global level,BLEU = 15.81 71.4/23.1/8.3/4.5 (BP = 1.000 ratio = 1.000 hyp_len = 14 ref_len = 14)
429,moat went on a few days ago,raining on wet a thousand times has passed,BLEU = 6.77 28.6/8.3/5.0/3.1 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
430,this climate is cold in summer in some temples,its climate is cold and healthy and mild in some places,BLEU = 17.87 55.6/37.5/14.3/8.3 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11)
431,the opposite of the nina is the nina,el niño and la niña are phenomena whit opposite characteristics,BLEU = 4.30 12.5/7.1/4.2/2.5 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10)
432,here he was delivered to the american public in general,later on it was released to the american public in general,BLEU = 48.62 70.0/55.6/50.0/42.9 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11)
433,and like corinth it is comparable to tornadoes marines and crews of the rivers,and like caronte is comparable to thanatos erinias and keres from the greek,BLEU = 14.46 50.0/23.1/8.3/4.5 (BP = 1.000 ratio = 1.077 hyp_len = 14 ref_len = 13)
434,elizabeth cosson eddy d l gordon has been director and judge of numerous doctrinal tests,elizabeth castañeda del gordo has been director and judge of a great many doctoral theses,BLEU = 33.65 46.7/35.7/30.8/25.0 (BP = 1.000 ratio = 1.000 hyp_len = 15 ref_len = 15)
435,he studied at the breton college in the emmanuel college of cambridge,he studied at brighton college and at cambridges emmanuel college,BLEU = 16.59 50.0/27.3/10.0/5.6 (BP = 1.000 ratio = 1.200 hyp_len = 12 ref_len = 10)
436,two promised to rake one another,they both promise to write to each other,BLEU = 5.82 16.7/10.0/6.2/4.2 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
437,he becomes one of the best ministries of the revolutionary revolutionary forces,at present he is one of the vice ministers of the revolutionary armed forces,BLEU = 19.28 66.7/36.4/20.0/5.6 (BP = 0.846 ratio = 0.857 hyp_len = 12 ref_len = 14)
438,periodis marissio fernand in receipt of a programme of an experimental cosino,the journalist mauricio fernandini receives in the program an experienced cook,BLEU = 4.03 16.7/4.5/2.5/1.4 (BP = 1.000 ratio = 1.091 hyp_len = 12 ref_len = 11)
439,marcus will be desperate and the bank will come back with the people who protest,marcos who is now desperate runs towards the bank to joint the people in the manifestation,BLEU = 7.70 40.0/14.3/3.8/2.1 (BP = 0.936 ratio = 0.938 hyp_len = 15 ref_len = 16)
440,religiously he has declared a zaire,he declared himself religiously as an atheist,BLEU = 9.04 50.0/10.0/6.2/4.2 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
441,it is now directed by the university of michigan,the project is now directed by the michigan university,BLEU = 48.55 77.8/50.0/42.9/33.3 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
442,it was called the bovino and portina as well as the coralli,cattle and pigs are raised as well as poultry,BLEU = 13.55 33.3/18.2/10.0/5.6 (BP = 1.000 ratio = 1.333 hyp_len = 12 ref_len = 9)
443,is located in jamaica the american republic,it is found in jamaica and dominican republic,BLEU = 13.54 57.1/16.7/10.0/6.2 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
444,some of these other professions have their own specialties,these other professions in some cases are divided into different specializations,BLEU = 15.27 44.4/25.0/14.3/8.3 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11)
445,has the scald in the upper water,its coast are located at lake superior,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
446,these are distributed by the south africans,its species are distributed throughout the jungles of west africa,BLEU = 9.47 42.9/16.7/10.0/6.2 (BP = 0.651 ratio = 0.700 hyp_len = 7 ref_len = 10)
447,the iris is a white plated colour with a black band that vertically works,its iris is silver white and it has a black band that crosses it vertically,BLEU = 21.15 57.1/30.8/16.7/9.1 (BP = 0.931 ratio = 0.933 hyp_len = 14 ref_len = 15)
448,this state every person would have power or licence to every thing in the world,in this state everyone had the right or license to everything in the world,BLEU = 13.38 46.7/21.4/7.7/4.2 (BP = 1.000 ratio = 1.071 hyp_len = 15 ref_len = 14)
449,so they ended in readiness and the same,later that week the track was released on the radio,BLEU = 4.30 12.5/7.1/4.2/2.5 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10)
450,parties are members of the liberal party democratic party european reform,both parts are members of the european liberal democrat and reform party,BLEU = 25.48 72.7/30.0/22.2/12.5 (BP = 0.913 ratio = 0.917 hyp_len = 11 ref_len = 12)
451,the music of cymbals and symphonic in its style,the music style is simple and classic,BLEU = 11.34 44.4/12.5/7.1/4.2 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7)
452,cots are almost at the same height,you can find the keys almost at the same height,BLEU = 40.05 71.4/66.7/60.0/50.0 (BP = 0.651 ratio = 0.700 hyp_len = 7 ref_len = 10)
453,the final fort took place in the penal palace of the city of iroquois in montavia,peñarol palace at the uruguayan city of montevideo was the venue where the final four was held,BLEU = 7.47 43.8/13.3/3.6/1.9 (BP = 0.939 ratio = 0.941 hyp_len = 16 ref_len = 17)
454,he plays as a mechanic and racing club of the first division of argentine,he plays as a midfielder for racing club a team of the argentinian first division,BLEU = 24.75 71.4/46.2/16.7/9.1 (BP = 0.931 ratio = 0.933 hyp_len = 14 ref_len = 15)
455,chronicle del visor of its own delusion magazines and other obscuria,the book chronic of your majesties journey to andalucia its another work of his authorship,BLEU = 3.10 18.2/5.0/2.8/1.6 (BP = 0.695 ratio = 0.733 hyp_len = 11 ref_len = 15)
456,and so had important trouble in writing albans letter,dan searle played an important role in the process of writing the lyrics of the songs for the album,BLEU = 2.07 33.3/6.2/3.6/2.1 (BP = 0.329 ratio = 0.474 hyp_len = 9 ref_len = 19)
457,the other traditional rival of the cardinal is the citys vice,the other traditional rival from cardiff is bristol city,BLEU = 24.81 45.5/30.0/22.2/12.5 (BP = 1.000 ratio = 1.222 hyp_len = 11 ref_len = 9)
458,the superior members always in relation to other species are called,there has been a reduction in the upper lips remaining a close relation with other species,BLEU = 5.98 45.5/10.0/5.6/3.1 (BP = 0.635 ratio = 0.688 hyp_len = 11 ref_len = 16)
459,apparently it is a ski station,it is currently a ski station,BLEU = 37.99 83.3/60.0/25.0/16.7 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
460,the symbol of the legend was a tour,the symbol of the legion was a bull,BLEU = 41.11 75.0/57.1/33.3/20.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
461,he married john strides with whom he had two children,she was married with the composer john strauss with whom she had two children,BLEU = 14.32 70.0/33.3/12.5/7.1 (BP = 0.670 ratio = 0.714 hyp_len = 10 ref_len = 14)
462,sculptors originated cycle of monte carlos roaded by grape,the stupas originated circular mounds surrounded by large stones,BLEU = 5.67 22.2/6.2/3.6/2.1 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
463,during all this process in the rectory they found mummel pie senior ribald,during this process the deans office was in charge of manuel villaseñor rebolledo,BLEU = 7.77 38.5/8.3/4.5/2.5 (BP = 1.000 ratio = 1.000 hyp_len = 13 ref_len = 13)
464,to day it is the standard of models in the knacker economic,today it is a standard model in macroeconomics,BLEU = 8.05 33.3/9.1/5.0/2.8 (BP = 1.000 ratio = 1.500 hyp_len = 12 ref_len = 8)
465,fifteen years he died from genera,when he was fifteen he went to rio de janeiro,BLEU = 4.96 33.3/10.0/6.2/4.2 (BP = 0.513 ratio = 0.600 hyp_len = 6 ref_len = 10)
466,he is the mayor of nine brothers,shes the oldest of nine siblings,BLEU = 14.54 42.9/16.7/10.0/6.2 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6)
467,its name comes from nashua and it is interpreted as dons of aphrodite,their name comes from the nahuatl language and it is translated as where the waters fork,BLEU = 15.96 53.8/33.3/18.2/5.0 (BP = 0.794 ratio = 0.812 hyp_len = 13 ref_len = 16)
468,the promotional photos of the singers were tolled by the liberates,the promotional pictures of the singers were taken by annie leibovitz,BLEU = 29.00 63.6/40.0/22.2/12.5 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11)
469,the official of his trainer was one rubys son and he had several premises,his shops officer was juan ruiz soriano and he had different apprentices,BLEU = 12.01 35.7/15.4/8.3/4.5 (BP = 1.000 ratio = 1.167 hyp_len = 14 ref_len = 12)
470,messer adriana de la caravelli the nina in the first descriptor vi,he was grand master and owner of la niña caravel during the first voyage of discovery,BLEU = 5.37 25.0/9.1/5.0/2.8 (BP = 0.717 ratio = 0.750 hyp_len = 12 ref_len = 16)
471,and used by his successors the duca dacresi,then was use by his successor by the duchy of carintia,BLEU = 8.40 37.5/14.3/8.3/5.0 (BP = 0.687 ratio = 0.727 hyp_len = 8 ref_len = 11)
472,the centres will be maintained as urban parks and gardens,both centers will remain as urban parks and gardens,BLEU = 41.11 60.0/44.4/37.5/28.6 (BP = 1.000 ratio = 1.111 hyp_len = 10 ref_len = 9)
473,the movie shows the last consort of the gypsy life,glee live last tour concert is shown in the movie,BLEU = 9.29 30.0/11.1/6.2/3.6 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
474,irresistibly it was transmitted with veneration to precipitous relics,it was transmitted for centuries with veneration and as a precious relic,BLEU = 15.99 55.6/37.5/14.3/8.3 (BP = 0.717 ratio = 0.750 hyp_len = 9 ref_len = 12)
475,the end of the week the fines of the week will have to be published,it opens to the public on weekends during the warm months of the year,BLEU = 6.61 33.3/7.1/3.8/2.1 (BP = 1.000 ratio = 1.071 hyp_len = 15 ref_len = 14)
476,for the spanish civil war he assailed the united kingdom,he was exiled to the united kingdom following the spanish civil war,BLEU = 32.16 80.0/55.6/37.5/14.3 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12)
477,from this demonstration many elements were terminated but they did not want to fly,from this demonstrator many elements where determined but he never got to fly,BLEU = 10.22 50.0/23.1/4.2/2.3 (BP = 1.000 ratio = 1.077 hyp_len = 14 ref_len = 13)
478,both men form part of the philosophic government,both men would be part of the fianna fail governments,BLEU = 20.13 62.5/42.9/16.7/10.0 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10)
479,he wrote a second book a lemania and pie which he did not publish,yet not published it already wrote germany stands its second book,BLEU = 6.75 28.6/7.7/4.2/2.3 (BP = 1.000 ratio = 1.273 hyp_len = 14 ref_len = 11)
480,linguistically they pertained to the evolution of time,they belong linguistically to the agglutinative type,BLEU = 13.13 50.0/14.3/8.3/5.0 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7)
481,these are located in athens for their company,they are available for purchase at itunes,BLEU = 6.57 25.0/7.1/4.2/2.5 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7)
482,its natral habitat farres and jolly and jolly,in its natural habitat it blooms between april and june,BLEU = 5.66 37.5/7.1/4.2/2.5 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10)
483,implied but good,you screwed me over but okay,BLEU = 10.12 33.3/25.0/25.0/0.0 (BP = 0.368 ratio = 0.500 hyp_len = 3 ref_len = 6)
484,he organized and made his march in perfect condition,they perfectly organized and executed their march,BLEU = 10.55 33.3/12.5/7.1/4.2 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7)
485,in some way i didnt know that i was lost,but i just realized that i wasnt missing anything,BLEU = 9.29 30.0/11.1/6.2/3.6 (BP = 1.000 ratio = 1.111 hyp_len = 10 ref_len = 9)
486,is the main river of crystalline water located on the shores of the town,its a spring of crystal water located outside of the village,BLEU = 8.49 35.7/15.4/4.2/2.3 (BP = 1.000 ratio = 1.273 hyp_len = 14 ref_len = 11)
487,the terrain was polygrous and impracticable during the year,the land was dangerous and impractical during most part of the year,BLEU = 8.99 66.7/12.5/7.1/4.2 (BP = 0.717 ratio = 0.750 hyp_len = 9 ref_len = 12)
488,hedley slatter a levantine champion of the world of serfs was born in cocoa,kelly slater who won the world surf league eleven times was born in cocoa beach,BLEU = 19.68 42.9/30.8/16.7/9.1 (BP = 0.931 ratio = 0.933 hyp_len = 14 ref_len = 15)
489,it is the highest structure of the city,it is the tallest structure of the place,BLEU = 34.57 75.0/57.1/33.3/10.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
490,his common and open environments,it is common in urban environments,BLEU = 10.40 40.0/12.5/8.3/6.2 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
491,he works one o one with all the designs of high cost and mining,he worked one by one on every top range female designs in miami,BLEU = 4.02 28.6/3.8/2.1/1.1 (BP = 1.000 ratio = 1.077 hyp_len = 14 ref_len = 13)
492,the composition like the enclassment is calculated and incorporated,the composition like in classicism it is calculated and balanced,BLEU = 26.71 66.7/50.0/28.6/8.3 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
493,he played in madrid as the old nisi for the first time,it was played in madrid as a one time campus for the first time,BLEU = 35.89 66.7/54.5/40.0/22.2 (BP = 0.846 ratio = 0.857 hyp_len = 12 ref_len = 14)
494,the mountain climate has a special importance in europe,the mountain weather is especially important in europe,BLEU = 13.49 44.4/25.0/7.1/4.2 (BP = 1.000 ratio = 1.125 hyp_len = 9 ref_len = 8)
495,the first runner was the kentucky columbia columbia oregon,the first winner was carlos alberto lópez arango the singer from cali,BLEU = 8.13 44.4/12.5/7.1/4.2 (BP = 0.717 ratio = 0.750 hyp_len = 9 ref_len = 12)
496,he is held as sub secretary of the interior during the presidency of warehouses and reefs,he worked as the undersecretary of the interior during the presidency of jorge alessandri rodriguez,BLEU = 39.65 56.2/40.0/35.7/30.8 (BP = 1.000 ratio = 1.067 hyp_len = 16 ref_len = 15)
497,a lot of mentors went past factory,so many lies end up taking its toll,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
498,is located in the east of the urban nucleus of saint blaise,it is located in the west of the urban area of saint blaise,BLEU = 36.05 83.3/63.6/40.0/11.1 (BP = 0.920 ratio = 0.923 hyp_len = 12 ref_len = 13)
499,talbot found his residence in the company of sir john of france,iturbide was in their residence together with some close friends,BLEU = 4.03 16.7/4.5/2.5/1.4 (BP = 1.000 ratio = 1.200 hyp_len = 12 ref_len = 10)
500,our services,burial services,BLEU = 50.00 50.0/50.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 2 ref_len = 2)
501,or recomposed music for television and the movie,corbeil composed music both for t v and the cinema,BLEU = 10.23 50.0/14.3/8.3/5.0 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10)
502,they aggregate vegetarian ingredients,the vegetable ingredients are added,BLEU = 12.44 25.0/16.7/12.5/12.5 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5)
503,is not preserved and has suffered restoration,it is not well maintained and has suffered restorations and repainting,BLEU = 17.36 71.4/50.0/20.0/12.5 (BP = 0.565 ratio = 0.636 hyp_len = 7 ref_len = 11)
504,he is a candidate for the governorship of utopia for the conservative party,she is currently a pre candidate to the government of antioquia for the conservative party,BLEU = 20.31 69.2/25.0/18.2/10.0 (BP = 0.857 ratio = 0.867 hyp_len = 13 ref_len = 15)
505,the movies of action always seem violent,i always feel that action movies are violent,BLEU = 8.05 57.1/8.3/5.0/3.1 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
506,there he spent the first years of his childhood,there he spent his early childhood years,BLEU = 21.11 66.7/25.0/14.3/8.3 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7)
507,he grew up under the great depression,they grew up during the great depression,BLEU = 30.74 71.4/50.0/20.0/12.5 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
508,tree of flowers and the rose are devastated every year in the room,this bouquet and the rosary are auctioned every year in the pilgrimage,BLEU = 23.90 53.8/33.3/18.2/10.0 (BP = 1.000 ratio = 1.083 hyp_len = 13 ref_len = 12)
509,it was very necessary to protect the inland road,the carpet was a necessary element of protection from the harsh winter,BLEU = 4.50 33.3/6.2/3.6/2.1 (BP = 0.717 ratio = 0.750 hyp_len = 9 ref_len = 12)
510,the most common form of meeting reorganizational appendix is accuracy appetitis,the most common was of measuring organizational learning is the learning curve,BLEU = 14.47 45.5/20.0/11.1/6.2 (BP = 0.913 ratio = 0.917 hyp_len = 11 ref_len = 12)
511,a feigned creator was a relatively conservative artist,a fairly conventional artist theophanes the cretan was,BLEU = 7.27 37.5/7.1/4.2/2.5 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
512,of course the county has to sit in porto rico,the county has officially two cities and a town,BLEU = 15.62 30.0/22.2/12.5/7.1 (BP = 1.000 ratio = 1.111 hyp_len = 10 ref_len = 9)
513,his interests are mainly focussed on the performance and writing noted in both counties,his interest mainly encompass acting and writing standing out in both fields,BLEU = 8.89 42.9/15.4/4.2/2.3 (BP = 1.000 ratio = 1.167 hyp_len = 14 ref_len = 12)
514,he said they were transferred to a hotel and hotel to the day,they were later transferred from hotel to hotel sometimes even on a daily basis,BLEU = 9.31 53.8/16.7/4.5/2.5 (BP = 0.926 ratio = 0.929 hyp_len = 13 ref_len = 14)
515,it is not found in the dictionary of the spanish royal academy,this word does not appear on the dictionary of the royal spanish academy,BLEU = 23.20 66.7/27.3/20.0/11.1 (BP = 0.920 ratio = 0.923 hyp_len = 12 ref_len = 13)
516,the cultures,de las culturas,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.607 ratio = 0.667 hyp_len = 2 ref_len = 3)
517,ponto mentor is the dimension of the pictle major will be the spatial resolution,as much as the pixel dimension is low bigger will be spatial resolution,BLEU = 9.24 50.0/15.4/4.2/2.3 (BP = 1.000 ratio = 1.077 hyp_len = 14 ref_len = 13)
518,then after his advance in the city he was exiled to his companions,he was banished to exile with his colleagues regardless of his old age,BLEU = 7.77 38.5/8.3/4.5/2.5 (BP = 1.000 ratio = 1.000 hyp_len = 13 ref_len = 13)
519,he was the owner of important works in saxony particularly in succulent works,he was an author of important works in taxonomy particularly in succulent,BLEU = 31.17 69.2/50.0/27.3/10.0 (BP = 1.000 ratio = 1.083 hyp_len = 13 ref_len = 12)
520,member of the democratic party,member of the radical democratic party,BLEU = 40.94 100.0/75.0/33.3/25.0 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
521,at the same time all of them have been educated in some courses,it is still taught today in some school curriculums,BLEU = 6.18 15.4/8.3/4.5/2.5 (BP = 1.000 ratio = 1.444 hyp_len = 13 ref_len = 9)
522,the new substitute place of the older continuation,the new concert took place on the estadio aldo cantoni,BLEU = 10.23 50.0/14.3/8.3/5.0 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10)
523,the climate is in some parts temperate in others cold and in others cold,its weather is temperate in some parts cold in other parts and hot in others,BLEU = 15.82 71.4/30.8/8.3/4.5 (BP = 0.931 ratio = 0.933 hyp_len = 14 ref_len = 15)
524,friday and winter,cold and dry in winter,BLEU = 17.80 66.7/25.0/25.0/0.0 (BP = 0.513 ratio = 0.600 hyp_len = 3 ref_len = 5)
525,he was also the construction of a mellina murrell and limited company,hence the construction company molina morel y cia ltda was born,BLEU = 8.05 33.3/9.1/5.0/2.8 (BP = 1.000 ratio = 1.091 hyp_len = 12 ref_len = 11)
526,an annual winters night,daniel linares life is not doing well,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.472 ratio = 0.571 hyp_len = 4 ref_len = 7)
527,he was the first investigator in antarctic,it was antarcticas first female researcher,BLEU = 7.81 28.6/8.3/5.0/3.1 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6)
528,embassies arrived at the crockers door but they didnt stop the city,the invaders reached the gates of krakow but they couldnt take the city,BLEU = 9.32 41.7/18.2/5.0/2.8 (BP = 0.920 ratio = 0.923 hyp_len = 12 ref_len = 13)
529,we can collaborate with this,but we can collaborate be together in this,BLEU = 23.45 80.0/50.0/33.3/25.0 (BP = 0.549 ratio = 0.625 hyp_len = 5 ref_len = 8)
530,milanos hydraulics and princes of assets are found in the major a tourist,hydraulic mills and oil presses are found in the highest altitudes,BLEU = 20.45 38.5/25.0/18.2/10.0 (BP = 1.000 ratio = 1.182 hyp_len = 13 ref_len = 11)
531,we dismounts as made consorts in ecuador peru venezuela and argentina,buddha sounds gave concerts in ecuador peru venezuela and argentina,BLEU = 46.17 54.5/50.0/44.4/37.5 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10)
532,the combatants were released in this locality,the battles continue to be waged in this town,BLEU = 10.92 42.9/16.7/10.0/6.2 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
533,at the same time a group of nomad tribes for instance,these days a group of nomads has released the demons accidentally,BLEU = 14.99 36.4/20.0/11.1/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11)
534,fergus lays in hinton iowa together with his wife,clovis lives with his wife charlotte in hinton iowa,BLEU = 29.85 66.7/50.0/28.6/8.3 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
535,they aint no feasters its that,no its not about the parties the thing is,BLEU = 5.85 33.3/10.0/6.2/4.2 (BP = 0.607 ratio = 0.667 hyp_len = 6 ref_len = 9)
536,is located in the triple capital,it is located in the capital tripoli,BLEU = 45.48 83.3/60.0/50.0/33.3 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
537,the nucleus of the modern negro and diaz are located in this locality,both prado negro and diezma nucleus are found nearby this village,BLEU = 7.77 38.5/8.3/4.5/2.5 (BP = 1.000 ratio = 1.182 hyp_len = 13 ref_len = 11)
538,besides the government eliminated the culture of the opium used to fabricate,in addition the government eliminated the cultivation of opium used to prepare heroin,BLEU = 29.17 66.7/45.5/30.0/11.1 (BP = 0.920 ratio = 0.923 hyp_len = 12 ref_len = 13)
539,belongs to the suburban of the chaco semira,it belongs in the sub region of semiarid chaco,BLEU = 6.89 50.0/7.1/4.2/2.5 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9)
540,the psalm is a swollen vapid psalm of clarity of the ceremonies and influences,its a gentle and fast song clearly influenced by the ramones,BLEU = 3.74 21.4/3.8/2.1/1.1 (BP = 1.000 ratio = 1.273 hyp_len = 14 ref_len = 11)
541,that emigration of the workers can increase,the neat range of workers migration may be increased,BLEU = 6.50 42.9/8.3/5.0/3.1 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
542,nod who opens the services of agents the municipal library in various administrations,it now hosts the services of the city government the municipal library and several departments,BLEU = 16.58 46.2/33.3/18.2/5.0 (BP = 0.857 ratio = 0.867 hyp_len = 13 ref_len = 15)
543,corroboree of the parliament is the commotion of deputies,the chamber of representatives is the low chamber of the parliament,BLEU = 18.70 66.7/37.5/14.3/8.3 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11)
544,i know that it contains our two redundants and a wife and two,the notes are a rounded c and two white b and c,BLEU = 7.35 30.8/8.3/4.5/2.5 (BP = 1.000 ratio = 1.083 hyp_len = 13 ref_len = 12)
545,this constant churchill lost one day from the scene,winston churchill did one speech on stage,BLEU = 5.67 22.2/6.2/3.6/2.1 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7)
546,it is managed by the department of prisons in shiloh,the prison is managed by the prisons department of sri lanka,BLEU = 29.38 70.0/44.4/25.0/14.3 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11)
547,the prefect started rapidly and went back to the city,the registrar arrived earlier in town as he went rapidly off,BLEU = 5.00 30.0/5.6/3.1/1.8 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11)
548,in many cases they found papers of reparation,he did casting roles in those instances,BLEU = 5.52 12.5/7.1/4.2/2.5 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7)
549,the tradition of the gorges that defines the iroquois village from historical time to time,the mondays on the hill tradition defines the oaxacan town from historical times to this date,BLEU = 8.27 53.3/14.3/3.8/2.1 (BP = 0.936 ratio = 0.938 hyp_len = 15 ref_len = 16)
550,this was the greatest speed of fenland history,this was the biggest layoff in the history of finland,BLEU = 18.19 62.5/28.6/16.7/10.0 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10)
551,in the rio grande they only have detected individuals in three locations,in la rioja they have only detected few individuals in three locations,BLEU = 25.97 75.0/27.3/20.0/11.1 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12)
552,who could state the book was used as a florentine prison,in bad shape the ship was used as a floating prison,BLEU = 25.97 54.5/30.0/22.2/12.5 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11)
553,in spain this system is usually called indirection,in spain this system is often referred to as indirect marking,BLEU = 35.53 62.5/57.1/50.0/40.0 (BP = 0.687 ratio = 0.727 hyp_len = 8 ref_len = 11)
554,this movement is known as the stake,this movement is known as putsch,BLEU = 61.48 71.4/66.7/60.0/50.0 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6)
555,graduated in literature and history and published his first novel of twenty four years,he graduated in literature and history and published his first novel at twenty four,BLEU = 72.72 85.7/76.9/66.7/63.6 (BP = 1.000 ratio = 1.000 hyp_len = 14 ref_len = 14)
556,he was a player for his team to play and part of the professionals,he made key performances so that his team would still be part of professionalism,BLEU = 8.49 35.7/15.4/4.2/2.3 (BP = 1.000 ratio = 1.000 hyp_len = 14 ref_len = 14)
557,litter he was directed by manuel lorenzi,later it was directed by manuel lorente,BLEU = 41.11 57.1/50.0/40.0/25.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
558,they were entering the society respecting and estimating national costumes,they were entering the society respecting and appreciating the national customs,BLEU = 59.78 80.0/66.7/62.5/57.1 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11)
559,is located in the glacier of santo domingo in the middle ages,it has its headquarters in the church of santo domingo in the neighborhood of realejo,BLEU = 28.40 58.3/45.5/30.0/22.2 (BP = 0.779 ratio = 0.800 hyp_len = 12 ref_len = 15)
560,however not all of them excepting in the shaw,however everything is not going well as lane and mrs,BLEU = 5.07 22.2/6.2/3.6/2.1 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
561,for the last time the travesty was completed because any imperative decided to return,the bad weather complicated the travel thats why zanni and parodi decided to got back,BLEU = 6.29 28.6/7.7/4.2/2.3 (BP = 0.931 ratio = 0.933 hyp_len = 14 ref_len = 15)
562,the locality is located in olympia at washington,this typical town is close to olympia washington,BLEU = 7.27 37.5/7.1/4.2/2.5 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
563,a codder reclaimant,market regulations,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.500 hyp_len = 3 ref_len = 2)
564,there has been five european championships in the european championship of cambridge,he has been european champion five times in the european truck championship,BLEU = 17.83 66.7/27.3/10.0/5.6 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12)
565,pioneer in the field of computation and quantification,he was a pioneer in the field of information technology and quantum communication,BLEU = 28.96 75.0/57.1/50.0/40.0 (BP = 0.535 ratio = 0.615 hyp_len = 8 ref_len = 13)
566,mowbray was the friend of accuracy of accuracy,then mowgli became friends with a baby bear named baloo,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10)
567,but it is the interruption of an edinburgh,abortion is the interruption of pregnancy,BLEU = 34.57 50.0/42.9/33.3/20.0 (BP = 1.000 ratio = 1.333 hyp_len = 8 ref_len = 6)
568,can be regressional progressional research and construction,it can be done professionally for entertainment investigation or even construction purposes,BLEU = 7.12 42.9/16.7/10.0/6.2 (BP = 0.490 ratio = 0.583 hyp_len = 7 ref_len = 12)
